mdn,tid,mid,pv,did,cCnt,timestamp,sec,gcd,lat,lon,ang,spd,sum,bat
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:12,00,A,37152209,127039279,41,47,0,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:13,01,A,37152125,127039383,180,47,13,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:14,02,A,37152041,127039488,252,47,26,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:15,03,A,37151957,127039593,290,47,39,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:16,04,A,37151873,127039697,345,47,52,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:17,05,A,37151786,127039782,39,47,65,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:18,06,A,37151683,127039710,304,47,79,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:19,07,A,37151579,127039637,346,47,92,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:20,08,A,37151476,127039565,124,47,105,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:21,09,A,37151373,127039492,0,47,118,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:22,10,A,37151270,127039419,173,47,131,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:23,11,A,37151164,127039352,21,47,144,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:24,12,A,37151056,127039290,250,47,158,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:25,13,A,37150948,127039232,345,47,171,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:26,14,A,37150837,127039179,246,47,184,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:27,15,A,37150723,127039138,245,47,197,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:28,16,A,37150607,127039107,120,47,210,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:29,17,A,37150491,127039077,97,47,223,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:30,18,A,37150374,127039060,13,47,237,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:31,19,A,37150256,127039054,91,47,250,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:32,20,A,37150137,127039051,279,47,263,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:33,21,A,37150019,127039056,304,47,276,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:34,22,A,37149900,127039060,331,47,289,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:35,23,A,37149782,127039066,133,47,302,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:36,24,A,37149664,127039071,3,47,316,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:37,25,A,37149545,127039077,73,47,329,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:38,26,A,37149427,127039082,102,47,342,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:39,27,A,37149309,127039083,67,47,355,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:40,28,A,37149190,127039084,31,47,368,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:41,29,A,37149072,127039085,69,47,381,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:42,30,A,37148953,127039086,101,47,395,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:43,31,A,37148835,127039088,194,47,408,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:44,32,A,37148716,127039089,284,47,421,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:45,33,A,37148598,127039091,225,47,434,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:46,34,A,37148480,127039094,285,47,447,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:47,35,A,37148361,127039096,24,47,460,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:48,36,A,37148243,127039098,275,47,474,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:49,37,A,37148124,127039098,334,47,487,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:50,38,A,37148006,127039097,339,47,500,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:51,39,A,37147888,127039085,133,47,513,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:52,40,A,37147771,127039063,142,47,526,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:53,41,A,37147655,127039034,339,47,539,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:54,42,A,37147540,127038999,320,47,553,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:55,43,A,37147426,127038957,199,47,566,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:56,44,A,37147313,127038913,298,47,579,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:57,45,A,37147200,127038868,308,47,592,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:58,46,A,37147087,127038824,333,47,605,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:18:59,47,A,37146974,127038780,189,47,618,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:00,48,A,37146861,127038735,341,47,632,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:01,49,A,37146748,127038691,267,47,645,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:02,50,A,37146634,127038652,4,47,658,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:03,51,A,37146519,127038613,235,47,671,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:04,52,A,37146405,127038574,338,47,684,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:05,53,A,37146291,127038535,203,47,697,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:06,54,A,37146176,127038496,294,47,711,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:07,55,A,37146060,127038469,139,47,724,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:08,56,A,37145942,127038458,83,47,737,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:09,57,A,37145824,127038464,142,47,750,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:10,58,A,37145706,127038477,294,47,763,135
EMU63271185,A001,6,5,1,1,2025-07-15 14:19:11,59,A,37145588,127038495,315,47,776,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:12,00,A,37145471,127038513,210,27,790,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:13,01,A,37145402,127038523,351,27,797,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:14,02,A,37145333,127038534,55,27,805,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:15,03,A,37145264,127038544,213,27,813,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:16,04,A,37145195,127038554,128,27,821,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:17,05,A,37145126,127038565,33,27,828,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:18,06,A,37145057,127038575,277,27,836,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:19,07,A,37144988,127038586,150,27,844,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:20,08,A,37144919,127038596,112,27,851,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:21,09,A,37144850,127038606,266,27,859,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:22,10,A,37144782,127038617,345,27,867,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:23,11,A,37144713,127038627,271,27,875,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:24,12,A,37144644,127038637,53,27,882,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:25,13,A,37144575,127038648,243,27,890,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:26,14,A,37144506,127038659,67,27,898,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:27,15,A,37144437,127038670,124,27,905,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:28,16,A,37144368,127038681,148,27,913,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:29,17,A,37144299,127038691,258,27,921,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:30,18,A,37144230,127038702,59,27,929,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:31,19,A,37144161,127038713,25,27,936,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:32,20,A,37144093,127038724,195,27,944,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:33,21,A,37144024,127038735,261,27,952,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:34,22,A,37143955,127038747,69,27,959,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:35,23,A,37143886,127038760,292,27,967,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:36,24,A,37143818,127038773,217,27,975,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:37,25,A,37143749,127038785,235,27,983,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:38,26,A,37143680,127038795,261,27,990,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:39,27,A,37143611,127038806,172,27,998,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:40,28,A,37143542,127038816,22,27,1006,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:41,29,A,37143473,127038826,313,27,1014,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:42,30,A,37143404,127038837,41,27,1021,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:43,31,A,37143335,127038847,293,27,1029,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:44,32,A,37143266,127038858,30,27,1037,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:45,33,A,37143197,127038868,336,27,1044,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:46,34,A,37143129,127038879,155,27,1052,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:47,35,A,37143060,127038890,350,27,1060,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:48,36,A,37142991,127038902,141,27,1068,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:49,37,A,37142922,127038913,159,27,1075,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:50,38,A,37142853,127038925,213,27,1083,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:51,39,A,37142785,127038936,82,27,1091,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:52,40,A,37142716,127038948,298,27,1098,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:53,41,A,37142647,127038959,125,27,1106,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:54,42,A,37142578,127038971,330,27,1114,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:55,43,A,37142509,127038982,349,27,1122,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:56,44,A,37142440,127038993,189,27,1129,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:57,45,A,37142372,127039005,52,27,1137,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:58,46,A,37142303,127039017,316,27,1145,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:19:59,47,A,37142234,127039028,39,27,1152,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:00,48,A,37142165,127039040,159,27,1160,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:01,49,A,37142096,127039052,229,27,1168,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:02,50,A,37142028,127039063,85,27,1176,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:03,51,A,37141959,127039079,193,27,1183,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:04,52,A,37141891,127039096,356,27,1191,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:05,53,A,37141823,127039114,198,27,1199,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:06,54,A,37141755,127039132,27,27,1207,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:07,55,A,37141689,127039155,218,27,1214,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:08,56,A,37141624,127039187,277,27,1222,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:09,57,A,37141559,127039218,120,27,1230,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:10,58,A,37141495,127039250,261,27,1237,135
EMU63271185,A001,6,5,1,2,2025-07-15 14:20:11,59,A,37141430,127039282,65,27,1245,135
EMU63271185,A001,6,5,1,3,2025-07-15 14:20:12,00,A,37141366,127039314,188,45,1253,135
EMU63271185,A001,6,5,1,3,2025-07-15 14:20:13,01,A,37141263,127039374,357,45,1265,135
EMU63271185,A001,6,5,1,3,2025-07-15 14:20:14,02,A,37141160,127039433,130,45,1278,135
EMU63271185,A001,6,5,1,3,2025-07-15 14:20:15,03,A,37141057,127039493,201,45,1291,135
EMU63271185,A001,6,5,1,3,2025-07-15 14:20:16,04,A,37140958,127039562,181,45,1303,135
EMU63271185,A001,6,5,1,3,2025-07-15 14:20:17,05,A,37140862,127039637,132,45,1316,135
EMU63271185,A001,6,5,1,3,2025-07-15 14:20:18,06,A,37140766,127039712,174,45,1328,135
EMU63271185,A001,6,5,1,3,2025-07-15 14:20:19,07,A,37140669,127039787,354,45,1341,135
