mdn,tid,mid,pv,did,cCnt,timestamp,sec,gcd,lat,lon,ang,spd,sum,bat
77하9129,A001,6,5,1,1,2025-07-25 16:43:28,00,A,36932305,127179450,330,28,7,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:29,01,A,36932367,127179406,330,28,15,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:30,02,A,36932430,127179362,330,28,23,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:31,03,A,36932494,127179317,330,29,32,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:32,04,A,36932557,127179272,330,29,40,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:33,05,A,36932606,127179204,309,29,48,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:34,06,A,36932641,127179122,296,29,56,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:35,07,A,36932675,127179039,296,29,64,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:36,08,A,36932709,127178955,296,30,73,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:37,09,A,36932743,127178871,283,30,81,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:38,10,A,36932762,127178782,15,30,90,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:39,11,A,36932836,127178807,15,30,98,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:40,12,A,36932910,127178833,15,30,107,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:41,13,A,36932981,127178869,30,30,115,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:42,14,A,36933048,127178919,30,31,124,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:43,15,A,36933120,127178946,359,31,133,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:44,16,A,36933199,127178945,359,31,141,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:45,17,A,36933258,127178890,310,31,150,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:46,18,A,36933314,127178820,317,31,159,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:47,19,A,36933373,127178752,317,32,168,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:48,20,A,36933432,127178684,317,32,177,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:49,21,A,36933491,127178615,317,32,186,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:50,22,A,36933551,127178546,317,32,195,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:51,23,A,36933616,127178487,335,32,204,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:52,24,A,36933691,127178444,335,32,213,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:53,25,A,36933768,127178410,356,33,222,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:54,26,A,36933851,127178404,356,33,232,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:55,27,A,36933935,127178397,356,33,241,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:56,28,A,36934019,127178391,356,33,250,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:57,29,A,36934103,127178381,343,33,260,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:58,30,A,36934184,127178350,343,34,269,135
77하9129,A001,6,5,1,1,2025-07-25 16:43:59,31,A,36934264,127178313,329,34,279,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:00,32,A,36934338,127178259,329,34,288,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:01,33,A,36934411,127178201,325,34,298,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:02,34,A,36934483,127178141,325,34,307,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:03,35,A,36934555,127178079,325,34,317,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:04,36,A,36934632,127178031,356,35,327,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:05,37,A,36934720,127178024,356,35,337,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:06,38,A,36934807,127178029,28,35,346,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:07,39,A,36934883,127178086,45,35,356,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:08,40,A,36934945,127178166,45,35,366,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:09,41,A,36935009,127178246,45,36,376,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:10,42,A,36935072,127178327,45,36,386,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:11,43,A,36935131,127178413,52,36,397,135
77하9129,A001,6,5,1,1,2025-07-25 16:44:12,44,A,36935187,127178503,52,36,407,135
