mdn,tid,mid,pv,did,cCnt,timestamp,sec,gcd,lat,lon,ang,spd,sum,bat
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:36,00,A,35159684,126704100,242,43,0,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:37,01,A,35159786,126704052,347,43,12,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:38,02,A,35159887,126704005,16,43,24,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:39,03,A,35159935,126704109,153,43,36,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:40,04,A,35159939,126704242,176,43,48,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:41,05,A,35159943,126704375,161,43,60,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:42,06,A,35159947,126704508,99,43,72,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:43,07,A,35159908,126704626,132,43,84,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:44,08,A,35159835,126704720,328,43,96,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:45,09,A,35159782,126704818,252,43,108,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:46,10,A,35159891,126704811,127,43,120,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:47,11,A,35159998,126704788,278,43,133,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:48,12,A,35160094,126704729,258,43,145,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:49,13,A,35160177,126704643,102,43,157,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:50,14,A,35160257,126704553,204,43,169,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:51,15,A,35160343,126704472,269,43,181,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:52,16,A,35160435,126704401,36,43,193,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:53,17,A,35160533,126704344,33,43,205,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:54,18,A,35160639,126704320,36,43,217,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:55,19,A,35160747,126704319,165,43,229,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:56,20,A,35160853,126704346,95,43,241,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:57,21,A,35160958,126704381,215,43,253,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:58,22,A,35161064,126704412,32,43,266,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:28:59,23,A,35161170,126704442,291,43,278,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:00,24,A,35161276,126704473,294,43,290,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:01,25,A,35161382,126704504,121,43,302,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:02,26,A,35161474,126704547,33,43,314,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:03,27,A,35161474,126704680,255,43,326,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:04,28,A,35161465,126704812,151,43,338,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:05,29,A,35161441,126704942,199,43,350,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:06,30,A,35161417,126705072,279,43,362,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:07,31,A,35161396,126705202,62,43,374,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:08,32,A,35161384,126705334,98,43,387,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:09,33,A,35161373,126705467,334,43,399,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:10,34,A,35161366,126705600,62,43,411,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:11,35,A,35161299,126705678,138,43,423,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:12,36,A,35161278,126705809,350,43,435,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:13,37,A,35161258,126705940,195,43,447,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:14,38,A,35161237,126706070,201,43,459,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:15,39,A,35161217,126706201,199,43,471,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:16,40,A,35161196,126706332,197,43,483,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:17,41,A,35161176,126706462,47,43,495,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:18,42,A,35161151,126706592,176,43,507,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:19,43,A,35161125,126706721,141,43,520,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:20,44,A,35161091,126706847,333,43,532,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:21,45,A,35161056,126706973,347,43,544,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:22,46,A,35161021,126707099,258,43,556,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:23,47,A,35160986,126707225,183,43,568,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:24,48,A,35160949,126707350,64,43,580,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:25,49,A,35160909,126707474,229,43,592,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:26,50,A,35160869,126707598,22,43,604,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:27,51,A,35160830,126707722,1,43,616,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:28,52,A,35160790,126707846,177,43,628,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:29,53,A,35160750,126707970,316,43,641,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:30,54,A,35160711,126708093,113,43,653,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:31,55,A,35160671,126708217,11,43,665,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:32,56,A,35160631,126708341,164,43,677,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:33,57,A,35160591,126708465,290,43,689,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:34,58,A,35160552,126708589,41,43,701,135
EMU78183607,A001,6,5,1,1,2025-07-15 12:29:35,59,A,35160512,126708713,177,43,713,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:36,00,A,35160472,126708837,162,36,725,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:37,01,A,35160439,126708940,290,36,735,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:38,02,A,35160406,126709043,261,36,745,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:39,03,A,35160373,126709147,187,36,755,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:40,04,A,35160340,126709250,157,36,766,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:41,05,A,35160314,126709357,102,36,776,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:42,06,A,35160294,126709465,308,36,786,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:43,07,A,35160265,126709570,119,36,796,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:44,08,A,35160235,126709675,37,36,806,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:45,09,A,35160206,126709780,20,36,816,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:46,10,A,35160177,126709885,219,36,826,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:47,11,A,35160147,126709990,124,36,836,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:48,12,A,35160118,126710095,243,36,846,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:49,13,A,35160089,126710201,291,36,856,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:50,14,A,35160059,126710306,342,36,867,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:51,15,A,35160031,126710411,130,36,877,135
EMU78183607,A001,6,5,1,2,2025-07-15 12:29:52,16,A,35160007,126710519,184,36,887,135
