mdn,tid,mid,pv,did,cCnt,timestamp,sec,gcd,lat,lon,ang,spd,sum,bat
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:27,00,A,36604686,127750348,14,46,13,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:28,01,A,36604799,127750384,14,46,25,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:29,02,A,36604911,127750420,14,46,38,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:30,03,A,36605023,127750456,14,46,51,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:31,04,A,36605135,127750485,6,45,64,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:32,05,A,36605249,127750487,1,45,77,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:33,06,A,36605362,127750491,1,45,89,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:34,07,A,36605475,127750496,1,45,102,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:35,08,A,36605588,127750501,8,45,114,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:36,09,A,36605695,127750535,22,44,127,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:37,10,A,36605791,127750605,37,44,139,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:38,11,A,36605879,127750689,37,44,151,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:39,12,A,36605966,127750773,37,44,164,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:40,13,A,36606053,127750856,37,43,176,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:41,14,A,36606140,127750939,37,43,188,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:42,15,A,36606226,127751021,37,43,200,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:43,16,A,36606312,127751103,37,43,212,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:44,17,A,36606397,127751185,37,43,224,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:45,18,A,36606483,127751265,36,42,236,135
EMU46052200,A001,6,5,1,1,2025-07-24 10:28:46,19,A,36606568,127751344,36,42,248,135
