mdn,tid,mid,pv,did,cCnt,timestamp,sec,gcd,lat,lon,ang,spd,sum,bat
47호5239,A001,6,5,1,1,2025-07-26 11:21:33,00,A,35235318,128736745,285,42,11,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:34,01,A,35235397,128736685,346,42,23,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:35,02,A,35235490,128736691,51,42,35,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:36,03,A,35235556,128736792,51,42,47,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:37,04,A,35235630,128736885,41,42,58,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:38,05,A,35235710,128736972,41,42,70,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:39,06,A,35235790,128737058,41,42,82,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:40,07,A,35235884,128737117,23,42,94,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:41,08,A,35235966,128737192,59,42,106,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:42,09,A,35236020,128737306,59,42,118,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:43,10,A,35236040,128737432,86,42,130,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:44,11,A,35236065,128737559,68,43,142,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:45,12,A,35236147,128737615,8,43,154,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:46,13,A,35236254,128737636,8,43,166,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:47,14,A,35236352,128737691,25,43,178,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:48,15,A,35236451,128737745,21,43,190,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:49,16,A,35236552,128737794,21,43,202,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:50,17,A,35236653,128737844,21,43,214,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:51,18,A,35236758,128737876,12,43,226,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:52,19,A,35236864,128737905,12,43,238,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:53,20,A,35236971,128737935,12,43,250,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:54,21,A,35237029,128738039,68,43,262,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:55,22,A,35237069,128738164,68,43,275,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:56,23,A,35237108,128738289,68,43,287,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:57,24,A,35237166,128738403,53,44,299,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:58,25,A,35237231,128738512,53,44,311,135
47호5239,A001,6,5,1,1,2025-07-26 11:21:59,26,A,35237283,128738630,63,44,324,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:00,27,A,35237358,128738728,44,44,336,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:01,28,A,35237437,128738823,44,44,348,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:02,29,A,35237516,128738918,44,44,360,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:03,30,A,35237595,128739014,44,44,373,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:04,31,A,35237693,128739067,0,44,385,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:05,32,A,35237804,128739069,17,44,398,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:06,33,A,35237911,128739110,17,44,410,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:07,34,A,35237925,128739241,86,44,422,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:08,35,A,35237971,128739365,62,44,435,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:09,36,A,35238022,128739487,62,44,447,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:10,37,A,35238064,128739613,73,44,460,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:11,38,A,35238097,128739745,73,45,472,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:12,39,A,35238129,128739877,73,45,485,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:13,40,A,35238157,128740010,85,45,497,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:14,41,A,35238155,128740147,103,45,510,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:15,42,A,35238128,128740282,103,45,522,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:16,43,A,35238101,128740416,103,45,535,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:17,44,A,35238074,128740551,103,45,548,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:18,45,A,35238047,128740687,103,45,560,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:19,46,A,35238042,128740825,90,45,573,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:20,47,A,35238041,128740965,90,45,586,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:21,48,A,35238020,128741102,103,45,598,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:22,49,A,35237994,128741238,103,45,611,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:23,50,A,35237976,128741376,90,45,624,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:24,51,A,35238000,128741511,68,45,637,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:25,52,A,35238041,128741642,68,46,649,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:26,53,A,35238061,128741780,85,46,662,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:27,54,A,35238071,128741920,85,46,675,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:28,55,A,35238057,128742061,97,46,688,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:29,56,A,35238042,128742201,97,46,701,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:30,57,A,35238027,128742342,97,46,714,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:31,58,A,35237998,128742479,107,46,727,135
47호5239,A001,6,5,1,1,2025-07-26 11:22:32,59,A,35237963,128742614,107,46,739,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:33,00,A,35237928,128742753,107,47,753,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:34,01,A,35237907,128742892,83,47,766,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:35,02,A,35237920,128743035,83,46,779,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:36,03,A,35237932,128743177,83,46,792,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:37,04,A,35237944,128743318,83,46,805,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:38,05,A,35237974,128743455,74,46,817,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:39,06,A,35238004,128743590,74,45,830,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:40,07,A,35238043,128743721,67,45,843,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:41,08,A,35238087,128743850,67,45,856,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:42,09,A,35238133,128743976,63,45,868,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:43,10,A,35238182,128744099,63,44,881,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:44,11,A,35238241,128744215,56,44,893,135
47호5239,A001,6,5,1,2,2025-07-26 11:22:45,12,A,35238303,128744328,56,44,905,135
